ID,Transcription,duration,duration_bin
ID_VFRWTQ,"And labor unions in Saint Lucia insist on job creation, not privatization.",4.242,medium_short
ID_MHVOES,I think the real issue is how we manage our differences right now.,2.882,short
ID_OAMPKX,One of the things all of us complained of is that the implementation was not as effective as it should have been after these great decisions that we made.,7.704,long
ID_AFRIGI,Commonwealth heads of government have ended their summit in South Africa with agreement to a fundamental review of the organization's role in the new century.,7.969,long
ID_IQOVDM,The government here is taking the threats very serious as they expect trouble any minute now.,4.582,medium_short
ID_DGNDTH,"However, their return to the job only happened as union and airline officials agreed to all-day talks today.",6.485,medium_long
ID_UUPUSP,"The police were kept very busy, since as they broke up the crowd in one area, usually with tear gas, it quickly formed somewhere else.",6.586,medium_long
ID_ADUMFR,A European Member of Parliament says it's time for a UN peacekeeping force to go into Haiti.,5.141,medium_short
ID_AVCWTW,"Well, we believe that the network was based out of New York.",3.282,short
ID_WBYMNJ,"I'm Hugh Crosskill, and this is BBC Caribbean Report.",4.183,medium_short
ID_TTVBPH,"You talk about family unification, you talk about family, and they would not allow you to see your sister, which is ten feet away because the Cuban government would not allow it.",9.068,long
ID_SHZXJS,Lines formed outside voting booths about an hour before the polls opened at seven a.m.,4.324,medium_short
ID_EJAJTF,So did any of those historical ties feature during this visit?,3.381,short
ID_THEKFR,I'm Oren Gordon and this is BBC Caribbean Report.,2.722,short
ID_OGJIWC,"In Nassau, Bahamas, it's the opening day of a conference of Caribbean community and British officials.",4.926,medium_short
ID_JPEFHU,Lucia used licenses to exclude furniture imports.,3.124,short
ID_GTZBUU,There are other funds which seem to be on hold at the moment because the government of Honduras is not able to give,7.462,medium_long
ID_DQGYCA,President Balaguer of the Dominican Republic keeps everyone guessing.,3.221,short
ID_LUJVON,Jamaica's National Reserve is being called out for the second time this year.,4.122,medium_short
ID_BKUPNT,I'm Ken Richards and this is BBC Caribbean Report.,3.163,short
ID_YRMUMA,He's flown back to England to help his club Manchester United in their top-of-the-table clash with Leeds United.,5.424,medium_long
ID_WONYVQ,I think the Haitians themselves are the key here.,3.083,short
ID_CPDYJK,Lucia's foreign minister uses his UN speech to call for regional unity and why some Caribbean women are being used as decoys in the illegal drug trade.,8.527,long
ID_OBHBZP,"Commonwealth leaders are leaving town, threatening Nigeria, but promising better economic times for all.",5.683,medium_long
ID_ZSLGVN,The OECD say they don't want a legal battle with Barbados over harmful tax practices.,5.583,medium_long
ID_OEWGSK,"Don't you think it's time the party had some fresh blood, some new leadership to take it forward?",3.661,medium_short
ID_YOLXGV,Suriname is always with us in matters of ACP business.,2.723,short
ID_VEUROF,"Journalist Ricky Singh told me the communique looked good on paper, but there's still much to be done.",4.821,medium_short
ID_IXGCKW,"To me, it's ridiculous to think that Haiti could change and become a democratic country with the return of Aristide.",8.847,long
ID_EJPMEO,Chief Anyaoku was then forced to make it clear that there were no plans to replace her.,4.262,medium_short
ID_QIHFDY,Here's Mike Finlay in Kingstown with the details.,2.622,short
ID_HPPWTT,"He simply turned the M-sixteen rifle, opened up the news vehicle, which was clearly marked",5.663,medium_long
ID_WBEVHN,I'm Oren Gordon and this is BBC Caribbean Report.,3.102,short
ID_ZWYGOX,"The major supplier of petroleum products to Haiti, Shell, has no gasoline available.",5.062,medium_short
ID_OFNRMU,"Also bowing out are Deputy Political Leader George Mallet,",2.943,short
ID_AFSNOV,And a Grenada trade union tries to save jobs under threat at the regional airline Liat.,5.924,medium_long
ID_QXLFHT,I'm Ken Richards and this is BBC Caribbean Report.,2.892,short
ID_YEGBII,The name of the game was not to allow any opponents of Cuba's socialist regime onto the voting list.,4.983,medium_short
ID_YQHCLD,"In that sense, I would say that myself, I don't trust Marc Bazin.",3.483,medium_short
ID_SJLAVO,"It's a sensitive issue in Puerto Rico, with politicians on all sides opposed to the shelling.",4.903,medium_short
ID_LLRSYG,"Obviously, we have to take into consideration cruise ship visitors to Barbados, and if that continues on the trend, Barbados will be experiencing increased visitor arrivals from cruise ships.",10.946,long
ID_FXCXWL,"However, the Pentagon report does suggest that the island training site should be abandoned in about five years.",6.164,medium_long
ID_SYHUTY,"Lucia is hosting a conference on disaster preparedness in key economic sectors such as agriculture, forestry and fisheries in small island developing states.",8.762,long
ID_NVNQGO,The fight is a straight one between the incumbent Barbados Labour Party of Prime Minister Owen Arthur and the Democratic Labour Party led by opposition leader David Thomson.,8.906,long
ID_HABORS,We have reactions from CARICOM and the Commonwealth on that vote.,3.403,short
ID_QAHTET,And the Working Groups Alliance says that it in fact sought the permission of the PCD before it went into the talks with the,5.784,medium_long
ID_HORCMQ,"Caribbean trade ministers are traveling to Brussels this weekend for a series of preparatory meetings before heading to Doha, Qatar for the World Trade Organization summit later this month.",8.741,long
ID_RQWNBW,I am Keith Stonegraves and this is BBC Caribbean Report.,3.123,short
ID_XOMIPL,"And if that means that we have to seek to become independent again, I don't think that is something that we can rule out.",7.706,long
ID_YJFNTJ,Both the federal and local governments have been criticized for delaying the cost-cutting measures.,5.443,medium_long
ID_RQQTMY,Georgetown rejects Venezuelan excuse for overflying guy in his airspace.,4.102,medium_short
ID_PCQZXS,Members of the caucus have expressed a desire to serve as intermediaries to voice concerns of Caribbean nations and the large Caribbean-American constituencies they serve.,9.522,long
ID_DQUOWS,"We believe, and I believe, that the idea of being in an emergency mode",6.623,medium_long
ID_QXEKDV,"And so a statement was made at the end of mass during the announcement saying, we have been asked to state the church's attitude to the proposed march next week.",10.662,long
ID_OOOWRO,I'm Oren Gordon and this is BBC Caribbean Report.,2.582,short
ID_ARQAMX,"Political observers note, however, that the latest poll was conducted before President Balaguer formally announced his candidacy.",9.306,long
ID_IJXHQJ,Other people were putting back up the plywood boards on the windows.,5.063,medium_short
ID_MARRUP,I'm Ken Richards and this is BBC Caribbean Report.,2.841,short
ID_EFTOCS,And cricket's governing body tells its members they can bypass Asia at this time of war.,4.885,medium_short
ID_SOBLWX,"In fact, some of the delay was caused by the fact that we had not yet got the necessary documents from the court.",6.064,medium_long
ID_VTLABQ,"And while that might become necessary, we are really hoping that it shouldn't at all occur so that one party can win through and implement its own program.",9.082,long
ID_ZHNSBE,"The second was matters of mutual interest as far as security is concerned, which has not proved very difficult.",8.443,long
ID_LUXBJO,Is your government actually making active steps to rebuild enough houses for them to be able to return home in time to vote?,7.465,medium_long
ID_OMDKSI,The BBC's Washington correspondent Christopher Morris has just finished reading the State Department report.,5.942,medium_long
ID_XSJHXS,"Although that complexion has changed, the continued presence of British forces has been a deterrent for these new developments, such as drug trafficking.",9.141,long
ID_VTQNKT,But the Attorney General assures that withdrawal from the bodies does not mean that the constitutional rights of the convicted persons can be violated.,8.189,long
ID_MIZLRO,"Ahead of Thursday's promised election day announcement, the battle of words has begun in Antigua.",4.923,medium_short
ID_EORJYE,He argues that this low rate of progression is holding up development.,3.202,short
ID_GCTKLE,Guyana's security forces were casting their ballots today as the country prepares for general elections next Monday.,6.822,medium_long
ID_MSGHZD,Mr. Carter said the concessions made by President Hoyt will send an important message to the outside world.,5.856,medium_long
ID_CYFDPN,Guyana's privatisation programme is to be made public at the end of this month.,4.265,medium_short
ID_JCXNOI,It conflicts with other sources and we've been in conversations with the United States State Department,5.403,medium_long
ID_NAGXZJ,"From London, BBC Caribbean Report.",3.122,short
ID_UVVMTK,Helen Eyre says it has no links or attachments to the,2.611,short
ID_SBQEWJ,But Dr. Anthony told reporters a short time ago in Georgetown at a news conference that the Guyana problem must not be seen in isolation.,7.325,medium_long
ID_SNZSIK,"Current leader Federico Mayor steps down later this month, after twelve years at the helm.",5.082,medium_short
ID_DURSIU,"From London, BBC Caribbean Report.",3.202,short
ID_LQCDYU,And we're receiving those information as we talk.,4.162,medium_short
ID_MOJBID,"But do you blame your opponents, given the timing of your address, for suggesting it's a desperate attempt to discredit the DLP and its leader because you see them as a threat to your retaining power?",9.365,long
ID_JLFKZT,He says it's now an imperative if the Eastern Caribbean is to successfully face the challenges imposed by globalization.,7.245,medium_long
