ID,Transcription
ID_VHXUPA,"According to People's Global Action, the World Trade Organization is fostering a new wave of capitalist expansion and domination across the world."
ID_ZLIHID,When will the motion be heard and what sort of an outcome is the opposition expecting?
ID_KIKIJV,"It's a question I put to journalist Chris McGreal, who was in Havana recently."
ID_DDGQVL,Kitts Nevis Housing Minister calls for strict building code.
ID_FOQEKJ,"In the run-up to the poll, the two main parties, the UDP and the PUP, have levelled charges at each other of negative campaigning."
ID_KCYALM,"According to the Government Information Service, an audit of the scheme's accounts showed that he received a per diem payment that he wasn't entitled to."
ID_LPPWDV,"But Peter Odle, the president of the Barbados Hotel Association, warns that growth prospects for tourism don't look encouraging."
ID_YDNSVJ,"Air Jamaica is prepared to step into the void soon to be created by Bui, and Barbadians are unhappy with the WICBC ball-tampering ruling."
ID_RNBADD,"Meanwhile, the PNC leader says they both can't be telling the truth."
ID_QDKIKV,"Ben Jones, prime minister for three months in nineteen eighty nine and nineteen ninety, is unimpressed with Dr. Mitchell's appointment of another former leader, George Brazan, as a political adviser."
ID_XSXLZL,"I'm Mike Jarvis, and this is BBC Caribbean Report."
ID_OQYCPE,"Lucia inquiry, we ask what are the implications for St."
ID_UBYVJT,Jamaica's Prime Minister hopeful of an anti-garrison politics and Britain's black community in Brixton look forward to the visit of President Nelson Mandela.
ID_JHLEYR,"restarted, that the talks should resume, because you do need the two main political parties to be engaged in talks on how to defuse the situation and how to work towards realization of the Edmonston Accord, which the Caribbean leaders attach great importance to."
ID_GFTZHV,The European Commission was today trying to play down fears of another trade war with the United States.
ID_KGFNWC,What we're looking for particularly to either develop knowledge or develop practical skills to follow good financial behaviors.
ID_NEQSZF,I'm Oren Gordon and this is BBC Caribbean Report.
ID_WRXVRJ,There have been free and fair elections.
ID_HGLJDY,"On the metal exchange, three months nickel ended the day at six thousand nine hundred and sixty seven point five dollars a ton, and three months aluminium at one thousand five hundred and fifty two point five."
ID_ABHXTM,"And in the present scenario, having someone who will give us a few flashy thirties and forties and a couple of wickets and a few excellent catches may seem to be good in the short term, but what purpose will it serve in the long term for the future development of West Indies cricket?"
ID_JTQGHO,that coming into the region and to be started would be anti-Caribbean.
ID_UVBXUH,This and our other programs can be accessed on our internet website at www.bbc.co.uk forward slash Caribbean.
ID_HOIDYJ,Congress for extra funds to pay for the cost of NATO's campaign against Yugoslavia.
ID_MZTONP,They've been invited to discuss a solution to the country's political crisis which has resulted in weeks of street demonstrations.
ID_HNKCTR,"One of his final achievements in office was to guide Haiti and the Dominican Republic through to ACP membership, amid opposition from some CARICOM governments."
ID_UXDMZX,"A roof over their heads, a return to some kind of normalcy in Montserrat, and a Caribbean contestant defends the miserable contest."
ID_ZKXKHI,This view appears to be acquiring a following in the Windward Islands.
ID_WANNPH,"In an address to the nation, new National Security Minister Dr. Peter Phillips blamed much of the violence and drug trafficking."
ID_HPTGTI,"But three Caribbean nations remain on the list, St."
ID_TXPQIM,"State workers in St Vincent and the Grenadines are to get a significant pay increase, twelve percent."
ID_VCPNVS,"He told me that the passage of CBI-II, which extends the life of the initiative indefinitely, must be regarded as good news for the Caribbean."
ID_PAGUHZ,"Of course, the PCD, the Patriotic Coalition for Democracy, which groups the major opposition parties in Guyana, has long been pressing President White for dialogue with the PCD."
ID_TPEXUX,Bell-tightening measures announced by the Weber government in Antigua.
ID_EQLPAI,Jamaica's crippling rise in the cost of living is causing much concern for the region's private sector.
ID_QHQLTR,"But frankly, at the rate that we're seeing some of the inter-regional problems"
ID_GPQKDW,Barbadians are still awaiting word from the Coalition of Trade Unions on whether they will attempt to shut down the country on Monday and Tuesday of next week.
ID_KPIIJV,And Chiquita Bananas is called to answer questions in Washington.
ID_YAUCLB,The people of Suriname return to the polls in less than twenty-four hours in another attempt to establish a true democracy.
ID_BODYQT,There are fears that the move by the SLBC could lead to a trend without the banana associations following suit.
ID_QUSZRO,"So I think that a lot of people were able to board up their houses, they were able to bring everything inside."
ID_HLEVPS,"Some Caribbean nations set to benefit from the G-Seven proposal for debt relief, and in sports, England stage an exciting last-wicket stand against the West Indies."
ID_QOWQAF,And Jamaican-born footballer John Barnes comes good at last for England.
ID_HRRVSZ,"Two minutes later, the man we were all waiting for, Prime Minister Basdeo Pandey, came along."
ID_AZXEPX,and we've taken on certain obligations and there is indeed a political commitment to put in place the necessary legislation and also to effectively implement the new regime.
ID_ATFATP,"This morning, I can tell you, I went out to pick up a few canned food goods and found that almost everyone else had had the same idea."
ID_IURIDE,He told me the whole cyanide spillage episode had led to much misunderstanding outside Guyana.
ID_LQFZVJ,"And if we get the full eighty percent debt relief, we will be more free."
ID_WPVHMA,"The Attorney General's association with the Jamaat al-Muslimin raises serious national security questions, according to the deputy political leader of one of the ruling parties in Trinidad and Tobago."
ID_JDDQHG,The composition of the team and the time frame for their posting to Haiti would depend on ratification of the agreement by the Haitian Parliament.
ID_ACROEQ,He also accused the workers of wasting resources that were available.
ID_TPEJQA,Stuart Tendler explains that Montserrat's problems have major implications for the Caribbean as a whole.
ID_STWFWM,Mr. Cedras himself was forced into exile in nineteen ninety-four amid a US military intervention in the French-speaking Caribbean country.
ID_XZPUXD,So is there a real threat to Dominica's national security from the Moonies?
ID_QRCMWR,"From London, BBC Caribbean Report."
ID_RDVTBI,The police are called in to investigate fraud by Trinidad and Tobago's election officials and pay talks break down between the government and unions in Guyana.
ID_PZJQAP,"I'm Mike Jarvis, and this is BBC Caribbean Report."
ID_TRIIUB,"Will it be able to chance a by-election in a constituency where it does not have a commanding majority, more so in the present circumstances where allegiances could shift against the party?"
ID_QUJZUN,"While government members spoke in favour, Leader of the United Force, Mr Manzunadir, raised strong objections to the electoral audit bill."
ID_ZROJAZ,Lucia's Sir John Compton or is it wishful thinking by the opposition?
ID_NWVYYV,"Well, the winds of democracy are sweeping the world, the whole of Eastern Europe, even in the Soviet Union."
ID_UNGLGZ,"Police fired tear gas on violent demonstrators in the Guyanese capital, Georgetown, today."
ID_XHJKMO,"the right to be able to market the bananas, they will have four more little Hatties on their hands and they can't even deal with the one that they have now."
ID_LVZLXH,The CARCOM Secretariat says plans for an audit are on schedule and Cuba after the papal visit.
ID_PMOBEG,But Jamaica isn't the only nation facing a crisis in its penal system.
ID_TWXENF,They're also being told to bring their human rights legislation in line with Britain.
ID_GGJRQQ,"And under the model that was put up, the politicians in Canberra would have had to have agreed amongst themselves who was the president."
